,node_1,node_2,edge
12294,1451649398,mystery,is_a
12295,1451649398,absorbing_plots,has
12296,1451649398,character_development,features
12297,historical_fiction,absorbing_plots,can_have
12298,historical_fiction,character_development,can_have
12299,mystery,absorbing_plots,requires
12300,romantic_love_story,emotionally_engaging_stories,is_a
12301,complex_plots,narrative_structure,has_a
12302,1451658907,dark_fantasy_literature,is_a
12303,1451658907,character_development,features
12304,1451658907,short_stories,consists_of
12305,1451658907,audiobooks,available_as
12306,1451658907,coming_of_age_stories,includes_as_part
12307,Narrative Arcs,character_development,component
12308,Exploration of Human Nature,character_development,theme
12309,character_development,coming_of_age_stories,genre
12310,coming_of_age_stories,short_stories,format
12311,dark_fantasy_literature,Supernatural Elements,genre
12312,1451661509,coming_of_age_stories,is_a
12313,1451661509,character_development,features
12314,1451661509,manipulative_characters,includes
12315,1451661509,compelling_narratives,provides
12316,compelling_narratives,character_development,enhances
12317,coming_of_age_stories,personal_growth,is_a
12318,manipulative_characters,Storytelling_Techniques,utilizes
12319,moral_complexity,character_development,contributes_to
12320,Storytelling_Techniques,compelling_narratives,creates
12321,1451666179,humor,expresses
12322,1451666179,memoirs,is_a_genre_of
12323,1451666179,graphic_novels,represents_as
12324,1451666179,mental_health,addresses_with_sensitivity
12325,1451666179,blogs,originated_from
12326,Expressions of Emotion,humor,can_evoke
12327,Personal Narratives,mental_health,can_address
12328,Visual Storytelling,graphic_novels,is_medium_for
12329,blogs,Personal Narratives,often_contains
12330,memoirs,Personal Narratives,is_type_of
12331,1451673310,dystopian_society,portrays
12332,1451673310,book_burning,depicts
12333,1451673310,government_control,critiques
12334,1451673310,education,challenges
12335,1451673310,technology_obsession,warns
12336,technological_advancement,society_control,enables
12337,technological_advancement,technology_obsession,leads_to
12338,dystopian_society,society_control,characterized_by
12339,government_control,censorship,implements
12340,education,book_burning,opposes
12341,1451681739,historical_fiction,is_a
12342,1451681739,character_development,features
12343,1451681739,isolation,explores
12344,1451681739,complex_characters,develops
12345,1451681739,compelling_plot,has
12346,historical_fiction,character_development,enriches
12347,character_development,human_condition,explores
12348,complex_characters,psychological_exploration,requires
12349,isolation,narrative_structure,contributes_to
12350,compelling_plot,historical_fiction,is_a_key_element_of
12351,1451681755,character_development,explores
12352,1451681755,decision_making,central
12353,1451681755,complex_plot,features
12354,1451681755,emotional_depth,provides
12355,1451681755,historical_context,sets
12356,character_development,decision_making,causes
12357,decision_making,time_manipulation,enables
12358,psychological_exploration,historical_context,enriches
12359,complex_plot,narrative_structure,requires
12360,emotional_depth,psychological_exploration,enhances
12361,1451686633,thriller_genre,is_a
12362,1451686633,compelling_characters,features
12363,1451686633,plot_twists,contains
12364,1451686633,character_development,prioritizes
12365,1451686633,likable_characters,introduces
12366,thriller_genre,engaging_narratives,has_property
12367,thriller_genre,plot_twists,has_property
12368,character_development,likable_characters,facilitates
12369,character_development,compelling_characters,is_aspect_of
12370,complex_plots,psychological_depth,requires_high_degree_of
12371,1451695195,near_death_experience,describes
12372,1451695195,scientific_explanations,provides
12373,1451695195,human_condition,explores
12374,1451695195,medical_condition_narratives,depicts
12375,1451695195,compelling_narratives,delivers
12376,compelling_narratives,human_condition,explores
12377,near_death_experience,human_condition,reveals_aspects_of
12378,Investigations_into_near-death_experiences,scientific_explanations,seeks_to_understand_through
12379,Narratives_of_medical_experiences,compelling_narratives,is_a_type_of
12380,Explorations_of_the_human_condition,near_death_experience,provides_insights_into
12381,1451696191,coming_of_age_stories,is_a
12382,1451696191,emotional_content,contains
12383,1451696191,character_development,features
12384,1451696191,psychological_themes,explores
12385,1451696191,realistic_characters,portrays
12386,emotional_content,Exploration of Emotions,is_a
12387,realistic_characters,character_development,facilitates
12388,psychological_themes,character_development,explores
12389,character_development,Personal Growth,leads_to
12390,coming_of_age_stories,character_development,is_a_type_of
12391,1451697414,human_relationships,centers_around
12392,1451697414,supernatural_element,integrates
12393,1451697414,psychological_thriller,represents
12394,1451697414,character_development,emphasizes
12395,1451697414,evil_presence,confronts
12396,exploration_of_the_human_psyche,character_development,facilitates
12397,presence_of_evil,evil_presence,manifestation_of
12398,relationships_and_the_supernatural,human_relationships,intersection_of
12399,psychological_thriller,exploration_of_the_human_psyche,genre
12400,supernatural_element,presence_of_evil,associated_with
12401,1455559520,character_development,lacks
12402,1455559520,genre_thriller,is
12403,1455559520,plot_intricacy,offers
12404,genre_thriller,dramatic_tension,causes
12405,character_development,psychological_exploration,is_a_type_of
12406,plot_intricacy,genre_thriller,is_a_feature_of
12407,dramatic_tension,psychological_exploration,enhances
12408,character_development,dramatic_tension,creates
12409,1455563935,colonialism,depicts
12410,1455563935,multi_generational_saga,is
12411,1455563935,character_driven_stories,offers
12412,1455563935,korean_culture,explores
12413,1455563935,historical_context,provides
12414,korean_culture,character_driven_stories,manifestation
12415,colonialism,historical_context,context
12416,historical_context,multi_generational_saga,setting
12417,korean_culture,colonialism,impact
12418,character_driven_stories,multi_generational_saga,genre
12419,1455599492,psychological_thriller,is
12420,1455599492,complex_characters,features
12421,1455599492,marriage_counseling,centers_around
12422,1455599492,human_condition,explores
12423,1455599492,compelling_narratives,delivers
12424,compelling_narratives,psychological_thriller,is_a_type_of
12425,exploration_of_the_human_psyche,human_condition,is_aspect_of
12426,complex_characters,human_condition,depicts
12427,intricate_plots,psychological_thriller,is_a_feature_of
12428,relationships_and_marriage,marriage_counseling,is_related_to
12429,1476716730,historical_context,set_in
12430,1476716730,character_development,depicts
12431,1476716730,WWII_setting,portrays
12432,1476716730,complex_plots,features
12433,1476716730,female_characterization,explores
12434,female_characterization,historical_context,influences
12435,WWII_setting,historical_context,is_part_of
12436,character_development,female_characterization,is_aspect_of
12437,historical_context,complex_plots,provides_context_for
12438,character_development,complex_plots,is_feature_of
12439,1476727651,character_development,focuses_on
12440,1476727651,horror_genre,is_a
12441,1476727651,sequels,belongs_to
12442,1476727651,compelling_plot,features
12443,1476727651,character_development,prioritizes
12444,character_development,progression_of_characters,is_a_type_of
12445,horror_genre,genre_consistency,requires
12446,sequels,narrative_structure,follows
12447,progression_of_characters,character_development,is_a_part_of
12448,compelling_plot,narrative_structure,is_a_component_of
12449,1476729085,predictable_plot,has
12450,1476729085,light_hearted_humor,includes
12451,1476729085,autistic_protagonist,features
12452,1476729085,romantic_comedy_genre,belongs_to
12453,1476729085,well_written_story,is_an_example_of
12454,romantic_comedy_genre,predictable_plot,common_element
12455,neurodivergent_perspective,character_study,related_concept
12456,autistic_protagonist,neurodivergent_perspective,instance_of
12457,well_written_story,genre_comedy,can_be
12458,light_hearted_humor,romantic_comedy_genre,characteristic_of
12459,1476729093,character_development,focuses_on
12460,1476729093,romance_theme,centers_around
12461,1476729093,autism,portrays
12462,1476729093,complex_themes,explores
12463,1476729093,humor,infuses
12464,character_development,emotional_growth,results_in
12465,complex_themes,interpersonal_relationships,explores
12466,autism,neurodiversity,is_a_part_of
12467,romance_theme,interpersonal_relationships,is_a_type_of
12468,humor,character_development,contributes_to
12469,1476733953,dystopian_novels,is_a
12470,1476733953,well_written_prose,features
12471,1476733953,character_development,prioritizes
12472,1476733953,compelling_plot,has
12473,1476733953,dystopian_settings,depicts
12474,Exploration of Human Nature,Character Development,causes
12475,Well-written Prose,Compelling Plot,enhances
12476,Futuristic Societies,Dystopian Settings,is_a_type_of
12477,Exploration of Power and Control,Dystopian Novels,is_a_theme_in
12478,Dystopian Novels,Compelling Plot,requires
12479,1476738025,character_development,focuses_on
12480,1476738025,complex_themes,explores
12481,1476738025,grumpy_old_men,portrays
12482,1476738025,realistic_characters,develops
12483,1476738025,absorbing_plots,delivers
12484,grumpy_old_men,realistic_characters,share_trait
12485,character_development,Character evolution,synonym
12486,absorbing_plots,Deep examination of human relationships,theme
12487,complex_themes,Exploration of aging and grumpiness,related_theme
12488,character_development,character_evolution,aspect_of
12489,1476740186,library_history,describes
12490,1476740186,library_community_roles,explores
12491,1476740186,true_crime,is_a
12492,1476740186,author_shared_history,shares
12493,1476740186,library_services,highlights
12494,library_history,information_access,enables
12495,historical_significance,library_history,is_aspect_of
12496,community_impact,library_services,affects
12497,author_shared_history,library_history,contributes_to
12498,true_crime,library_community_roles,impacts
12499,1476746583,historical_context,sets
12500,1476746583,character_development,depicts
12501,1476746583,war_themes,explores
12502,1476746583,complex_characters,develops
12503,1476746583,compelling_narratives,delivers
12504,compelling_narratives,character_development,enhances
12505,character_development,complex_characters,requires
12506,war_themes,historical_context,rooted_in
12507,complex_characters,character_development,facilitates
12508,historical_context,war_themes,provides_background
12509,1476753180,contemporary_romance,is_a
12510,1476753180,character_development,features
12511,1476753180,romantic_chemistry,explores
12512,1476753180,deep_connections,depicts
12513,1476753180,realistic_characters,portrays
12514,realistic_characters,character_development,causes
12515,relationship_exploration,character_development,facilitates
12516,human_connection,deep_connections,is_a_type_of
12517,character_development,romantic_chemistry,influences
12518,contemporary_romance,emotional_depth,is_associated_with
12519,1476754454,crime_thriller_genre,is
12520,1476754454,character_development,features
12521,1476754454,psychological_thriller,belongs_to
12522,1476754454,complex_plots,offers
12523,1476754454,suspense,provides
12524,character_development,human_complexity,causes
12525,intricate_narratives,complex_plots,consists_of
12526,crime_thriller_genre,suspense,is_associated_with
12527,human_complexity,psychological_exploration,is_aspect_of
12528,psychological_thriller,psychological_exploration,is_subgenre_of
12529,1476770387,character_development,focuses_on
12530,1476770387,coming_of_age_stories,is_a_part_of
12531,1476770387,prose_style,showcases
12532,1476770387,social_issues,addresses
12533,character_development,Personal Growth,results_in
12534,coming_of_age_stories,Exploration of Identity,often_explores
12535,prose_style,Literary Technique,utilizes
12536,social_issues,Exploration of Identity,addresses
12537,character_development,coming_of_age_stories,is_a_common_theme_in
12538,1476785600,psychological_thriller,is_a
12539,1476785600,character_development,features
12540,1476785600,unreliable_narrator,utilizes
12541,1476785600,obsession,explores
12542,1476785600,dark_aspects_of_human_nature,addresses
12543,character_development,obsession,causes
12544,obsession,dark_aspects_of_human_nature,reveals
12545,unreliable_narrator,psychological_thriller,is_a_feature_of
12546,character_development,dark_aspects_of_human_nature,explores
12547,obsession,unreliable_narrator,can_be_portrayed_by
12548,1476789630,psychological_thriller,is
12549,1476789630,character_development,features
12550,1476789630,coming_of_age_stories,deals_with
12551,1476789630,bullying,explores
12552,1476789630,character_driven_narratives,delivers
12553,character_driven_narratives,character_development,causes
12554,coming_of_age_stories,character_driven_narratives,is_a
12555,bullying,psychological_thriller,can_be_a_theme_in
12556,character_development,coming_of_age_stories,often_occurs_in
12557,character_driven_narratives,psychological_thriller,can_be_a_type_of
12558,1476798176,character_development,focuses_on
12559,1476798176,grief_and_loss,centers_around
12560,1476798176,small_town_settings,depicts
12561,1476798176,compelling_plot,delivers
12562,1476798176,emotional_depth,explores
12563,human_connections,character_development,influences
12564,grief_and_loss,emotional_journeys,central_theme
12565,compelling_plot,emotional_depth,enhances
12566,personal_growth,emotional_journeys,outcome
12567,small_town_settings,emotional_depth,contributes_to
12568,1477820019,character_driven_stories,is_a
12569,1477820019,overcoming_adversity,deals_with
12570,1477820019,human_relationships,explores
12571,1477820019,psychological_thriller,belongs_to
12572,1477820019,fiction,is_a
12573,character_driven_stories,human_relationships,features
12574,fiction,personal_growth,themes
12575,mystery_and_intrigue,psychological_thriller,genre
12576,overcoming_adversity,human_relationships,motif
12577,psychological_thriller,emotional_depth,exploration
12578,1477825576,strong_female_protagonist,features
12579,1477825576,legal_thriller,is
12580,1477825576,character_development,offers
12581,1477825576,psychological_mystery,presents
12582,1477825576,complex_plot,delivers
12583,thrilling_narrative,intricate_plots,is_a
12584,strong_female_protagonist,character_development,triggers
12585,character_evolution,strong_female_protagonist,results_in
12586,legal_thriller,psychological_mystery,is_a_type_of
12587,complex_plot,intricate_plots,is_a
12588,1484715772,time_travel_stories,is_a
12589,1484715772,character_development,features
12590,1484715772,historical_fiction,combines
12591,1484715772,romance,includes
12592,1484715772,complex_themes,explores
12593,historical_fiction,time_travel_stories,subgenre_of
12594,time_travel_stories,romance,can_contain
12595,character_development,historical_fiction,important_aspect
12596,historical_fiction,complex_themes,often_explores
12597,narrative_depth,temporal_narratives,requires
12598,1492657964,complex_plots,is_a
12599,1492657964,mystery_novels,is_a
12600,1492657964,character_driven_stories,is_a
12601,1492657964,intricate_plots,features
12602,1492657964,psychological_thriller,is_a
12603,mystery_novels,character_driven_stories,is_a_type_of
12604,character_driven_stories,intricate_narratives,has_property
12605,intricate_narratives,character_development,supports
12606,character_development,psychological_exploration,is_a_type_of
12607,intricate_plots,complex_plots,is_a_subtype_of
12608,1492671525,historical_fiction,is
12609,1492671525,strong_characters,features
12610,1492671525,Appalachian_region,set_in
12611,1492671525,social_issues,addresses
12612,1492671525,rare_conditions,explores
12613,historical_fiction,exploration_of_identity,theme
12614,strong_characters,human_struggles,depiction
12615,regional_cultures,Appalachian_region,setting
12616,social_issues,rare_conditions,intersection
12617,human_struggles,exploration_of_identity,motif
12618,1492672491,kidnapping_themes,explores
12619,1492672491,character_driven_narratives,features
12620,1492672491,mother_emotions,explores
12621,1492672491,psychological_thriller,is
12622,1492672491,intense_plots,delivers
12623,kidnapping_themes,intense_plots,theme
12624,character_driven_narratives,family_bonds,exploration
12625,family_bonds,mother_emotions,impact
12626,psychological_exploration,psychological_thriller,genre
12627,tension_and_suspense,intense_plots,element
12628,1501100076,complex_plots,features
12629,1501100076,Stephen_King_authorship,represents
12630,1501100076,character_development,emphasizes
12631,1501100076,suspenseful_writing,delivers
12632,1501100076,historical_contexts,explores
12633,Narrative_Structure,complex_plots,consists_of
12634,historical_contexts,Storytelling_Techniques,influences
12635,character_development,Thematic_Depth,contributes_to
12636,Stephen_King_authorship,suspenseful_writing,is_characteristic_of
12637,Narrative_Structure,Stephen_King_authorship,manifested_in
12638,1501106422,Alzheimer_disease,is_about
12639,1501106422,Harvard_University,set_in
12640,1501106422,linguistics,focuses_on
12641,1501106422,realistic_storytelling,utilizes
12642,1501106422,mental_health_issues,addresses
12643,Linguistics,Realistic_storytelling,enables
12644,Harvard_University,Linguistics,located_at
12645,Harvard_University,Alzheimer_disease_research,hosts
12646,Alzheimer_disease,Alzheimer_disease_research,focus_of
12647,Alzheimer_disease,Mental_health_issues,related_to
12648,1501107968,psychological_thriller,is
12649,1501107968,disappearances,involves
12650,1501107968,complex_characters,features
12651,1501107968,small_town_settings,set_in
12652,1501107968,reverse_narrative,utilizes
12653,complex_characters,psychological_thriller,is_a_feature_of
12654,reverse_narrative,psychological_thriller,is_a_genre
12655,small_town_settings,disappearances,often_occurs_in
12656,disappearances,complex_characters,affects
12657,reverse_narrative,small_town_settings,can_be_a_setting_for
12658,1501107976,reverse_order_format,utilizes
12659,1501107976,character_development,emphasizes
12660,1501107976,mystery_genre,belongs_to
12661,1501107976,complex_plots,features
12662,1501107976,psychological_thriller_genre,represents
12663,character_development,character_evolution,is_a
12664,psychological_thriller_genre,mental_manipulation,features
12665,character_evolution,reverse_order_format,can_occur_in
12666,mystery_genre,complex_plots,is_a
12667,1501110365,character_development,depicts
12668,1501110365,romantic_relationships,explores
12669,1501110365,realistic_character_development,portrays
12670,1501110365,social_issues,addresses
12671,1501110365,compelling_plot,delivers
12672,romantic_relationships,interpersonal_relationships,subtype
12673,character_development,realistic_character_development,type
12674,complexity,social_issues,associated_with
12675,emotional_growth,character_development,result_of
12676,compelling_plot,character_development,drives
12677,1501112333,psychological_thriller,is
12678,1501112333,memory,centers_around
12679,1501112333,character_complexity,explores
12680,1501112333,setting_atmosphere,creates
12681,1501112333,engaging_storylines,offers
12682,engaging_storylines,memory,influences
12683,memory,setting_atmosphere,affects
12684,psychological_thriller,character_complexity,requires
12685,setting_atmosphere,psychological_thriller,enhances
12686,character_complexity,engaging_storylines,contributes_to
12687,1501115073,emotionally_engaging_narratives,is
12688,1501115073,complex_themes,explores
12689,1501115073,character_development,features
12690,1501115073,grandma_memories,centers_around
12691,1501115073,engaging_books,classified_as
12692,narrative_depth,character_development,causes
12693,character_development,personal_growth,results_in
12694,emotionally_engaging_narratives,grandma_memories,evokes
12695,exploration_of_complexity,complex_themes,is_about
12696,engaging_books,emotionally_engaging_narratives,contains
12697,1501128035,romance_genre,is_a
12698,1501128035,hate_to_love_tropes,explores
12699,1501128035,character_development,features
12700,1501128547,sibling_relationships,focuses_on
12701,1501128035,contemporary_novels,is_a
12702,contemporary_novels,romance_genre,is_a_genre_of
12703,romance_genre,love_and_hate,themes_include
12704,character_development,family_and_identity,impacts
12705,sibling_relationships,relationship_dynamics,type_of
12706,hate_to_love_tropes,love_and_hate,represent
12707,1501129740,character_development,focuses_on
12708,1501129740,psychological_thriller,represents
12709,1501129740,complex_characters,features
12710,1501129740,satisfying_conclusions,delivers
12711,1501129740,crime_novels,belongs_to
12712,human_motivation,character_development,causes
12713,complex_characters,psychological_exploration,is_a_part_of
12714,psychological_thriller,intricate_plots,has
12715,satisfying_conclusions,psychological_thriller,provides
12716,crime_novels,intricate_plots,often_features
12717,1501132938,mystery_genre,is_a
12718,1501132938,character_driven_stories,features
12719,1501132938,persistent_characters,has
12720,1501132938,plot_twists,includes
12721,1501132938,unreliable_narrators,utilizes
12722,character_driven_stories,unreliable_narrators,cause
12723,unreliable_narrators,deception,is_a
12724,mystery_genre,plot_twists,is_a
12725,persistent_characters,narrative_structure,part_of
12726,psychological_exploration,unreliable_narrators,enhances
12727,1501133489,historical_context,set_in
12728,1501133489,human_relationships,explores
12729,1501133489,generational_themes,addresses
12730,1501133489,sibling_relationships,depicts
12731,1501133489,Jewish_identity,explores
12732,Jewish_identity,historical_context,influences
12733,generational_themes,sibling_relationships,can_be_a_subtheme_of
12734,historical_context,human_relationships,affects
12735,Jewish_identity,sibling_relationships,can_impact
12736,generational_themes,historical_context,contextualized_by
12737,1501154850,historical_context,set_in
12738,1501154850,female_characters,features
12739,1501154850,human_relationships,explores
12740,1501154850,historical_fiction,is_a
12741,1501154850,culture,explores
12742,historical_fiction,historical_context,is_set_in
12743,historical_fiction,human_relationships,depicts
12744,female_characters,culture,represents
12745,culture,historical_context,provides_context_for
12746,female_characters,human_relationships,experience
12747,1501156004,complex_plots,features
12748,1501156004,character_development,emphasizes
12749,1501156004,dark_themes,explores
12750,1501156004,feminist_themes,addresses
12751,1501156004,psychological_thriller,is_a
12752,character_development,exploration_of_identity,is_aspect_of
12753,dark_themes,psychological_exploration,is_related_to
12754,intricate_narratives,complex_plots,is_type_of
12755,psychological_thriller,dark_themes,is_genre_of
12756,feminist_themes,exploration_of_identity,can_be_explored_through
12757,1501156217,character_development,lacks
12758,1501156217,engaging_plot,has
12759,1501156217,well_written_prose,is
12760,1501156217,thoughtful_reviews,receives
12761,1501156217,minor_characters,features
12762,thoughtful_reviews,well_written_prose,requires
12763,engaging_plot,character_development,enhances
12764,storytelling_technique,character_development,utilizes
12765,minor_characters,human_emotion,evokes
12766,narrative_structure,engaging_plot,supports
12767,1501160761,hockey,centers_around
12768,1501160761,societal_commentary,addresses
12769,1501160761,dark_aspects_of_human_nature,explores
12770,1501160761,psychological_twists,includes
12771,1501160761,compelling_plots,delivers
12772,societal_commentary,compelling_plots,enhances
12773,compelling_plots,dark_aspects_of_human_nature,explores
12774,dark_aspects_of_human_nature,hockey,depicts
12775,hockey,psychological_twists,integrates
12776,societal_commentary,dark_aspects_of_human_nature,reflects
12777,1501160796,complex_plot,features
12778,1501160796,social_issues,addresses
12779,1501160796,character_development,provides
12780,1501160796,justice_system,critiques
12781,1501160796,hockey_culture,explores
12782,character_development,hockey_culture,influences
12783,social_issues,complex_plot,explored_through
12784,justice_system,complex_plot,impacted_by
12785,character_development,justice_system,affected_by
12786,hockey_culture,social_issues,addressed_in
12787,15011160834,complex_plots,features
12788,15011160834,character_driven_narratives,delivers
12789,15011160834,society_commentary,provides
12790,15011160834,emotional_connection,encourages
12791,15011160834,well_written_prose,showcases
12792,Narrative_depth,complex_plots,causes
12793,character_driven_narratives,Human_experience,explores
12794,well_written_prose,emotional_connection,facilitates
12795,society_commentary,Thematic_exploration,addresses
12796,Narrative_depth,emotional_connection,enhances
12797,1501161938,character_development,focuses_on
12798,1501161938,historical_context,set_in
12799,1501161938,reclusive_stars,features
12800,1501161938,well_written_narratives,delivers
12801,1501161938,social_issues,addresses
12802,character_development,well_written_narratives,facilitates
12803,historical_context,social_issues,contextualizes
12804,reclusive_stars,character_development,influences
12805,historical_context,character_development,enriches
12806,social_issues,well_written_narratives,addresses
12807,1501165372,summer_novels,is_a
12808,1501165372,suspense_novels,is_a
12809,1501165372,character_development,features
12810,1501165372,complex_plots,has
12811,1501165372,psychological_suspense,is_a
12812,character_development,human_motivation,causes
12813,intricate_narratives,complex_plots,consists_of
12814,summer_novels,psychological_exploration,often_features
12815,psychological_suspense,human_motivation,explores
12816,psychological_exploration,summer_novels,is_a_common_theme_in
12817,1501171348,suspenseful_stories,is_a
12818,1501171348,character_development,features
12819,1501171348,plot_complexity,offers
12820,1501171348,engaging_storylines,provides
12821,1501171348,realism,portrays
12822,engaging_storylines,plot_complexity,influences
12823,suspenseful_stories,plot_complexity,requires
12824,storytelling_technique,character_development,facilitates
12825,character_development,psychological_depth,contributes_to
12826,realism,narrative_structure,is_a_component_of
12827,1501180983,compelling_plots,offers
12828,1501180983,character_development,showcases
12829,1501180983,fiction_genre,belongs_to
12830,1501180983,first_time_reader,suitable_for
12831,1501180983,writing_style,represents
12832,first_time_reader,reader_engagement,influences
12833,fiction_genre,compelling_plots,requires
12834,storytelling_technique,writing_style,expresses
12835,character_development,compelling_plots,contributes_to
12836,narrative_structure,writing_style,shapes
12837,1501184008,complex_plots,features
12838,1501184008,suspense,provides
12839,1501184008,human_condition_exploration,offers
12840,1501184008,character_development,presents
12841,1501184008,compelling_narrative,delivers
12842,storytelling_technique,compelling_narrative,enables
12843,character_development,exploration_of_depth,is_aspect_of
12844,emotional_complexity,human_condition_exploration,explores
12845,complex_plots,suspense,creates
12846,exploration_of_depth,character_development,facilitates
12847,1501188771,thriller_genre,is_a
12848,1501188771,supernatural_elements,includes
12849,1501188771,complex_plots,features
12850,1501188771,character_development,prioritizes
12851,1501188771,suspenseful_stories,delivers
12852,thriller_genre,suspenseful_stories,is_a
12853,thriller_genre,genre_with_supernatural_elements,has_subtype
12854,suspenseful_stories,thriller_genre,is_a
12855,supernatural_elements,genre_with_supernatural_elements,is_a_part_of
12856,character_development,deep_characterization,is_a_type_of
12857,1501190075,psychological_thriller_genre,is
12858,1501190075,complex_plots,features
12859,1501190075,character_development,prioritizes
12860,1501190075,human_nature,explores
12861,1501190075,surprising_twists,contains
12862,psychological_thriller_genre,surprising_twists,contains
12863,character_development,human_nature,explores
12864,exploration_of_the_unknown,mystery_and_deception,is_a_part_of
12865,complex_plots,intricacy_of_human_relationships,depicts
12866,human_nature,psychological_thriller_genre,explored_through
12867,1501190105,character_driven_stories,is_a
12868,1501190105,historical_context,explores
12869,1501190105,complex_plots,features
12870,1501190105,multiple_perspectives,presents
12871,1501190105,family_secrets,unravels
12872,hidden_truths,family_secrets,implicative
12873,character_driven_stories,personal_narratives,component_of
12874,multiple_perspectives,historical_context,enriches
12875,exploration_of_the_past,historical_context,requires
12876,complex_plots,hidden_truths,facilitates
12877,1503937828,psychological_thriller,is
12878,1503937828,character_development,features
12879,1503937828,author_style,showcases
12880,1503937828,complex_plot,delivers
12881,1503937828,human_relationships,explores
12882,character_development,human_relationships,influences
12883,author_style,psychological_thriller,is_characteristic_of
12884,complex_plot,psychological_thriller,is_a_component_of
12885,character_development,author_style,is_reflected_in
12886,human_relationships,psychological_thriller,is_a_theme_of
12887,1503943372,historical_fiction,is
12888,1503943372,WWII_accounts,presents
12889,1503943372,character_development,features
12890,1503943372,historical_context,set_in
12891,1503943372,realistic_depiction,offers
12892,historical_fiction,WWII_accounts,is_a_type_of
12893,character_development,human_experience,enhances
12894,historical_context,WWII_accounts,provides
12895,historical_fiction,human_experience,explores
12896,narrative_perspective,conflict_and_resolution,presents
12897,1524743070,psychological_thriller,is
12898,1524743070,summer_camp_setting,takes_place_in
12899,1524743070,character_development,features
12900,1524743070,reopening_events,centers_around
12901,1524743070,mystery_elements,contains
12902,character_development,psychological_thriller,is_a_key_element
12903,summer_camp_setting,reopening_events,occurs_in
12904,mystery_elements,psychological_thriller,is_a_genre
12905,character_development,summer_camp_setting,takes_place_in
12906,reopening_events,mystery_elements,introduces
12907,1524745049,missing_persons_cases,deals_with
12908,1524745049,character_driven_stories,is_a
12909,1524745049,Lisa_Gardner,written_by
12910,1524745049,strong_character_development,features
12911,1524745049,gritty_mysteries,belongs_to
12912,missing_persons_cases,mysteries,is_a
12913,character_driven_stories,strong_character_development,has
12914,missing_persons_cases,missing_people,is_about
12915,gritty_mysteries,mysteries,is_a
12916,Lisa_Gardner,author,is
12917,1524745146,character_driven_stories,is_a
12918,1524745146,mystery_and_suspense,provides
12919,1524745146,complex_plots,features
12920,1524745146,society_commentary,delves_into
12921,1524745146,engaging_storylines,offers
12922,engaging_storylines,narrative_depth,enhances
12923,character_driven_stories,psychological_exploration,facilitates
12924,society_commentary,social_issues,addresses
12925,mystery_and_suspense,complex_plots,requires
12926,narrative_depth,psychological_exploration,amplifies
12927,1524759783,science_fiction,is_a
12928,1524759783,character_driven_stories,features
12929,1524759783,memory_theories,explores
12930,1524759783,complex_plots,has
12931,1524759783,thriller_genre,belongs_to
12932,thriller_genre,complex_plots,genre_has_characteristic
12933,science_fiction,futuristic_settings,genre_has_setting
12934,character_driven_stories,cognitive_narratives,story_type_has_narrative_approach
12935,exploration_of_ideas,science_fiction,theme_has_genre
12936,memory_theories,cognitive_narratives,theme_has_narrative_approach
12937,1524760781,human_condition_exploration,delves
12938,1524760781,social_issues,addresses
12939,1524760781,historical_context,set_in
12940,1524760781,complex_characters,features
12941,1524760781,well_written_prose,showcases
12942,well_written_prose,exploration_of_the_human_condition,facilitates
12943,complex_characters,human_condition_exploration,enables
12944,social_issues_and_historical_context,historical_context,is_a_part_of
12945,historical_context,social_issues,provides_background_for
12946,well_crafted_characters_and_prose,well_written_prose,is_a_component_of
12947,1524760986,dark_mystery_thriller,is
12948,1524760986,innocent_boy_games,depicts
12949,1524760986,psychological_thriller,belongs_to
12950,1524760986,summer_setting,features
12951,1524760986,character_development,emphasizes
12952,character_development,complex_characters,causes
12953,complex_characters,psychological_exploration,requires
12954,summer_setting,innocent_boy_games,provides_backdrop
12955,hidden_secrets,dark_mystery_thriller,is_a_key_element
12956,psychological_thriller,psychological_exploration,is_a_subgenre
12957,1524763136,autobiography,is
12958,1524763136,memoir,is
12959,1524763136,politics,addresses
12960,1524763136,character_development,features
12961,1524763136,diverse_backgrounds,represents
12962,autobiography,character_development,has_element
12963,autobiography,Exploration of Identity,is_about
12964,autobiography,Personal Narratives,is_genre
12965,Cultural Understanding,diverse_backgrounds,requires
12966,memoir,Personal Narratives,is_genre
12967,1524763551,family_centric_stories,is_a
12968,1524763551,Islamic_culture,explores
12969,1524763551,coming_of_age_themes,addresses
12970,1524763551,realistic_characters,features
12971,Cultural_exploration,Islamic_culture,theme
12972,Intergenerational_relationships,Narrative_of_personal_growth,aspect
12973,Narrative_of_personal_growth,coming_of_age_themes,subtheme
12974,realistic_characters,Narrative_of_personal_growth,element
12975,family_centric_stories,Intergenerational_relationships,genre
12976,1524796379,historical_context,set_in
12977,1524796379,complex_themes,explores
12978,1524796379,multiple_perspectives,presents
12979,1524796379,strong_female_characters,features
12980,1524796379,historical_fiction,is_a
12981,historical_fiction,historical_context,setting
12982,historical_fiction,multiple_perspectives,narrative_technique
12983,historical_fiction,complex_themes,thematic_content
12984,multiple_perspectives,historical_context,interpretation
12985,strong_female_characters,historical_fiction,character_representation
12986,1524796409,historical_fiction,is
12987,1524796409,civil_war_era,set_in
12988,1524796409,character_driven_stories,features
